"Year_of_issue","Probability","Index","Aggregation","District","Month_of_issue","Category"
"2020",0.07,"SPI OND","SPI 3","Chibuto","07","Severo"
"2021",0.18,"SPI OND","SPI 3","Chibuto","07","Severo"
"1993",0.19,"SPI OND","SPI 3","Guija","07","Severo"
"1994",0.22,"SPI OND","SPI 3","Guija","07","Severo"
"1995",0.09,"SPI OND","SPI 3","Guija","07","Severo"
"1996",0.17,"SPI OND","SPI 3","Guija","07","Severo"
"1997",0.12,"SPI OND","SPI 3","Guija","07","Severo"
"1998",0.16,"SPI OND","SPI 3","Guija","07","Severo"
"1999",0.08,"SPI OND","SPI 3","Guija","07","Severo"
"2000",0.08,"SPI OND","SPI 3","Guija","07","Severo"
"2001",0.16,"SPI OND","SPI 3","Guija","07","Severo"
"2002",0.18,"SPI OND","SPI 3","Guija","07","Severo"
"2003",0.09,"SPI OND","SPI 3","Guija","07","Severo"
"2004",0.06,"SPI OND","SPI 3","Guija","07","Severo"
"2005",0,"SPI OND","SPI 3","Guija","07","Severo"
"2006",0.14,"SPI OND","SPI 3","Guija","07","Severo"
"2007",0.22,"SPI OND","SPI 3","Guija","07","Severo"
"2008",0.2,"SPI OND","SPI 3","Guija","07","Severo"
"2009",0.26,"SPI OND","SPI 3","Guija","07","Severo"
"2010",0.06,"SPI OND","SPI 3","Guija","07","Severo"
"2011",0.01,"SPI OND","SPI 3","Guija","07","Severo"
"2012",0.28,"SPI OND","SPI 3","Guija","07","Severo"
"2013",0.07,"SPI OND","SPI 3","Guija","07","Severo"
"2014",0.14,"SPI OND","SPI 3","Guija","07","Severo"
"2015",0.3,"SPI OND","SPI 3","Guija","07","Severo"
"2016",0.26,"SPI OND","SPI 3","Guija","07","Severo"
"2017",0.25,"SPI OND","SPI 3","Guija","07","Severo"
"2018",0.2,"SPI OND","SPI 3","Guija","07","Severo"
"2019",0.35,"SPI OND","SPI 3","Guija","07","Severo"
"2020",0.06,"SPI OND","SPI 3","Guija","07","Severo"
"2021",0.18,"SPI OND","SPI 3","Guija","07","Severo"
"1993",0.12,"SPI OND","SPI 3","Changara","07","Severo"
"1994",0.14,"SPI OND","SPI 3","Changara","07","Severo"
"1995",0.19,"SPI OND","SPI 3","Changara","07","Severo"
"1996",0.22,"SPI OND","SPI 3","Changara","07","Severo"
"1997",0.25,"SPI OND","SPI 3","Changara","07","Severo"
"1998",0.18,"SPI OND","SPI 3","Changara","07","Severo"
"1999",0.08,"SPI OND","SPI 3","Changara","07","Severo"
"2000",0.11,"SPI OND","SPI 3","Changara","07","Severo"
"2001",0.29,"SPI OND","SPI 3","Changara","07","Severo"
"2002",0.12,"SPI OND","SPI 3","Changara","07","Severo"
"2003",0.19,"SPI OND","SPI 3","Changara","07","Severo"
"2004",0.09,"SPI OND","SPI 3","Changara","07","Severo"
"2005",0.13,"SPI OND","SPI 3","Changara","07","Severo"
"2006",0.23,"SPI OND","SPI 3","Changara","07","Severo"
"2007",0.08,"SPI OND","SPI 3","Changara","07","Severo"
"2008",0.16,"SPI OND","SPI 3","Changara","07","Severo"
"2009",0.17,"SPI OND","SPI 3","Changara","07","Severo"
"2010",0.11,"SPI OND","SPI 3","Changara","07","Severo"
"2011",0.16,"SPI OND","SPI 3","Changara","07","Severo"
"2012",0.23,"SPI OND","SPI 3","Changara","07","Severo"
"2013",0.09,"SPI OND","SPI 3","Changara","07","Severo"
"2014",0.2,"SPI OND","SPI 3","Changara","07","Severo"
"2015",0.24,"SPI OND","SPI 3","Changara","07","Severo"
"2016",0.18,"SPI OND","SPI 3","Changara","07","Severo"
"2017",0.12,"SPI OND","SPI 3","Changara","07","Severo"
"2018",0.12,"SPI OND","SPI 3","Changara","07","Severo"
"2019",0.09,"SPI OND","SPI 3","Changara","07","Severo"
"2020",0.17,"SPI OND","SPI 3","Changara","07","Severo"
"2021",0.14,"SPI OND","SPI 3","Changara","07","Severo"
"1993",0.15,"SPI OND","SPI 3","Marara","07","Severo"
"1994",0.12,"SPI OND","SPI 3","Marara","07","Severo"
"1995",0.2,"SPI OND","SPI 3","Marara","07","Severo"
"1996",0.21,"SPI OND","SPI 3","Marara","07","Severo"
"1997",0.21,"SPI OND","SPI 3","Marara","07","Severo"
"1998",0.19,"SPI OND","SPI 3","Marara","07","Severo"
"1999",0.07,"SPI OND","SPI 3","Marara","07","Severo"
"2000",0.08,"SPI OND","SPI 3","Marara","07","Severo"
"2001",0.27,"SPI OND","SPI 3","Marara","07","Severo"
"2002",0.13,"SPI OND","SPI 3","Marara","07","Severo"
"2003",0.2,"SPI OND","SPI 3","Marara","07","Severo"
"2004",0.08,"SPI OND","SPI 3","Marara","07","Severo"
"2005",0.16,"SPI OND","SPI 3","Marara","07","Severo"
"2006",0.16,"SPI OND","SPI 3","Marara","07","Severo"
"2007",0.08,"SPI OND","SPI 3","Marara","07","Severo"
"2008",0.13,"SPI OND","SPI 3","Marara","07","Severo"
"2009",0.16,"SPI OND","SPI 3","Marara","07","Severo"
"2010",0.11,"SPI OND","SPI 3","Marara","07","Severo"
"2011",0.12,"SPI OND","SPI 3","Marara","07","Severo"
"2012",0.2,"SPI OND","SPI 3","Marara","07","Severo"
"2013",0.13,"SPI OND","SPI 3","Marara","07","Severo"
"2014",0.21,"SPI OND","SPI 3","Marara","07","Severo"
"2015",0.19,"SPI OND","SPI 3","Marara","07","Severo"
"2016",0.12,"SPI OND","SPI 3","Marara","07","Severo"
"2017",0.08,"SPI OND","SPI 3","Marara","07","Severo"
"2018",0.12,"SPI OND","SPI 3","Marara","07","Severo"
"2019",0.12,"SPI OND","SPI 3","Marara","07","Severo"
"2020",0.17,"SPI OND","SPI 3","Marara","07","Severo"
"2021",0.12,"SPI OND","SPI 3","Marara","07","Severo"
"1993",0.21,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1994",0.14,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1995",0.04,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1996",0.28,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1997",0.22,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1998",0,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1999",0.1,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2000",0.16,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2001",0.26,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2002",0.28,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2003",0.21,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2004",0.21,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2005",0.09,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2006",0.16,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2007",0.2,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2008",0.28,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2009",0.22,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2010",0.04,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2011",0.22,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2012",0.27,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2013",0.06,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2014",0.3,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2015",0.37,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2016",0.38,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2017",0.31,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2018",0.42,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2019",0.21,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2020",0.16,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"2021",0.18,"SPI DJ","SPI 2","Chibuto","07","Moderado"
"1993",0.32,"SPI DJ","SPI 2","Guija","07","Moderado"
"1994",0.14,"SPI DJ","SPI 2","Guija","07","Moderado"
"1995",0.04,"SPI DJ","SPI 2","Guija","07","Moderado"
"1996",0.3,"SPI DJ","SPI 2","Guija","07","Moderado"
"1997",0.22,"SPI DJ","SPI 2","Guija","07","Moderado"
"1998",0,"SPI DJ","SPI 2","Guija","07","Moderado"
"1999",0.08,"SPI DJ","SPI 2","Guija","07","Moderado"
"2000",0.2,"SPI DJ","SPI 2","Guija","07","Moderado"
"2001",0.26,"SPI DJ","SPI 2","Guija","07","Moderado"
"2002",0.26,"SPI DJ","SPI 2","Guija","07","Moderado"
"2003",0.24,"SPI DJ","SPI 2","Guija","07","Moderado"
"2004",0.18,"SPI DJ","SPI 2","Guija","07","Moderado"
"2005",0.08,"SPI DJ","SPI 2","Guija","07","Moderado"
"2006",0.13,"SPI DJ","SPI 2","Guija","07","Moderado"
"2007",0.26,"SPI DJ","SPI 2","Guija","07","Moderado"
"2008",0.28,"SPI DJ","SPI 2","Guija","07","Moderado"
"2009",0.2,"SPI DJ","SPI 2","Guija","07","Moderado"
"2010",0.06,"SPI DJ","SPI 2","Guija","07","Moderado"
"2011",0.23,"SPI DJ","SPI 2","Guija","07","Moderado"
"2012",0.29,"SPI DJ","SPI 2","Guija","07","Moderado"
"2013",0.05,"SPI DJ","SPI 2","Guija","07","Moderado"
"2014",0.32,"SPI DJ","SPI 2","Guija","07","Moderado"
"2015",0.49,"SPI DJ","SPI 2","Guija","07","Moderado"
"2016",0.37,"SPI DJ","SPI 2","Guija","07","Moderado"
"2017",0.38,"SPI DJ","SPI 2","Guija","07","Moderado"
"2018",0.42,"SPI DJ","SPI 2","Guija","07","Moderado"
"2019",0.18,"SPI DJ","SPI 2","Guija","07","Moderado"
"2020",0.16,"SPI DJ","SPI 2","Guija","07","Moderado"
"2021",0.16,"SPI DJ","SPI 2","Guija","07","Moderado"
"1993",0.22,"SPI DJ","SPI 2","Changara","07","Moderado"
"1994",0.16,"SPI DJ","SPI 2","Changara","07","Moderado"
"1995",0.18,"SPI DJ","SPI 2","Changara","07","Moderado"
"1996",0.17,"SPI DJ","SPI 2","Changara","07","Moderado"
"1997",0.35,"SPI DJ","SPI 2","Changara","07","Moderado"
"1998",0,"SPI DJ","SPI 2","Changara","07","Moderado"
"1999",0.19,"SPI DJ","SPI 2","Changara","07","Moderado"
"2000",0.17,"SPI DJ","SPI 2","Changara","07","Moderado"
"2001",0.26,"SPI DJ","SPI 2","Changara","07","Moderado"
"2002",0.22,"SPI DJ","SPI 2","Changara","07","Moderado"
"2003",0.23,"SPI DJ","SPI 2","Changara","07","Moderado"
"2004",0.17,"SPI DJ","SPI 2","Changara","07","Moderado"
"2005",0.15,"SPI DJ","SPI 2","Changara","07","Moderado"
"2006",0.3,"SPI DJ","SPI 2","Changara","07","Moderado"
"2007",0.09,"SPI DJ","SPI 2","Changara","07","Moderado"
"2008",0.13,"SPI DJ","SPI 2","Changara","07","Moderado"
"2009",0.16,"SPI DJ","SPI 2","Changara","07","Moderado"
"2010",0.03,"SPI DJ","SPI 2","Changara","07","Moderado"
"2011",0.28,"SPI DJ","SPI 2","Changara","07","Moderado"
"2012",0.25,"SPI DJ","SPI 2","Changara","07","Moderado"
"2013",0.12,"SPI DJ","SPI 2","Changara","07","Moderado"
"2014",0.16,"SPI DJ","SPI 2","Changara","07","Moderado"
"2015",0.32,"SPI DJ","SPI 2","Changara","07","Moderado"
"2016",0.21,"SPI DJ","SPI 2","Changara","07","Moderado"
"2017",0.16,"SPI DJ","SPI 2","Changara","07","Moderado"
"2018",0.2,"SPI DJ","SPI 2","Changara","07","Moderado"
"2019",0.13,"SPI DJ","SPI 2","Changara","07","Moderado"
"2020",0.16,"SPI DJ","SPI 2","Changara","07","Moderado"
"2021",0.2,"SPI DJ","SPI 2","Changara","07","Moderado"
"1993",0.2,"SPI DJ","SPI 2","Marara","07","Moderado"
"1994",0.16,"SPI DJ","SPI 2","Marara","07","Moderado"
"1995",0.2,"SPI DJ","SPI 2","Marara","07","Moderado"
"1996",0.21,"SPI DJ","SPI 2","Marara","07","Moderado"
"1997",0.36,"SPI DJ","SPI 2","Marara","07","Moderado"
"1998",0,"SPI DJ","SPI 2","Marara","07","Moderado"
"1999",0.2,"SPI DJ","SPI 2","Marara","07","Moderado"
"2000",0.19,"SPI DJ","SPI 2","Marara","07","Moderado"
"2001",0.27,"SPI DJ","SPI 2","Marara","07","Moderado"
"2002",0.2,"SPI DJ","SPI 2","Marara","07","Moderado"
"2003",0.24,"SPI DJ","SPI 2","Marara","07","Moderado"
"2004",0.16,"SPI DJ","SPI 2","Marara","07","Moderado"
"2005",0.17,"SPI DJ","SPI 2","Marara","07","Moderado"
"2006",0.31,"SPI DJ","SPI 2","Marara","07","Moderado"
"2007",0.08,"SPI DJ","SPI 2","Marara","07","Moderado"
"2008",0.09,"SPI DJ","SPI 2","Marara","07","Moderado"
"2009",0.16,"SPI DJ","SPI 2","Marara","07","Moderado"
"2010",0.07,"SPI DJ","SPI 2","Marara","07","Moderado"
"2011",0.24,"SPI DJ","SPI 2","Marara","07","Moderado"
"2012",0.24,"SPI DJ","SPI 2","Marara","07","Moderado"
"2013",0.12,"SPI DJ","SPI 2","Marara","07","Moderado"
"2014",0.13,"SPI DJ","SPI 2","Marara","07","Moderado"
"2015",0.36,"SPI DJ","SPI 2","Marara","07","Moderado"
"2016",0.24,"SPI DJ","SPI 2","Marara","07","Moderado"
"2017",0.17,"SPI DJ","SPI 2","Marara","07","Moderado"
"2018",0.25,"SPI DJ","SPI 2","Marara","07","Moderado"
"2019",0.07,"SPI DJ","SPI 2","Marara","07","Moderado"
"2020",0.16,"SPI DJ","SPI 2","Marara","07","Moderado"
"2021",0.16,"SPI DJ","SPI 2","Marara","07","Moderado"
"1993",0.32,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1994",0.19,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1995",0.2,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1996",0.21,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1997",0.24,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1998",0.18,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1999",0.12,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2000",0.09,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2001",0.33,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2002",0.18,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2003",0.14,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2004",0.14,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2005",0.04,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2006",0.16,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2007",0.32,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2008",0.18,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2009",0.24,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2010",0.15,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2011",0.06,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2012",0.32,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2013",0.1,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2014",0.16,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2015",0.28,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2016",0.21,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2017",0.19,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2018",0.23,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2019",0.42,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2020",0.16,"SPI ND","SPI 2","Chibuto","07","Moderado"
"2021",0.26,"SPI ND","SPI 2","Chibuto","07","Moderado"
"1993",0.31,"SPI ND","SPI 2","Guija","07","Moderado"
"1994",0.24,"SPI ND","SPI 2","Guija","07","Moderado"
"1995",0.14,"SPI ND","SPI 2","Guija","07","Moderado"
"1996",0.22,"SPI ND","SPI 2","Guija","07","Moderado"
"1997",0.26,"SPI ND","SPI 2","Guija","07","Moderado"
"1998",0.18,"SPI ND","SPI 2","Guija","07","Moderado"
"1999",0.11,"SPI ND","SPI 2","Guija","07","Moderado"
"2000",0.08,"SPI ND","SPI 2","Guija","07","Moderado"
"2001",0.32,"SPI ND","SPI 2","Guija","07","Moderado"
"2002",0.17,"SPI ND","SPI 2","Guija","07","Moderado"
"2003",0.1,"SPI ND","SPI 2","Guija","07","Moderado"
"2004",0.14,"SPI ND","SPI 2","Guija","07","Moderado"
"2005",0.07,"SPI ND","SPI 2","Guija","07","Moderado"
"2006",0.2,"SPI ND","SPI 2","Guija","07","Moderado"
"2007",0.34,"SPI ND","SPI 2","Guija","07","Moderado"
"2008",0.14,"SPI ND","SPI 2","Guija","07","Moderado"
"2009",0.27,"SPI ND","SPI 2","Guija","07","Moderado"
"2010",0.1,"SPI ND","SPI 2","Guija","07","Moderado"
"2011",0.01,"SPI ND","SPI 2","Guija","07","Moderado"
"2012",0.27,"SPI ND","SPI 2","Guija","07","Moderado"
"2013",0.08,"SPI ND","SPI 2","Guija","07","Moderado"
"2014",0.15,"SPI ND","SPI 2","Guija","07","Moderado"
"2015",0.29,"SPI ND","SPI 2","Guija","07","Moderado"
"2016",0.21,"SPI ND","SPI 2","Guija","07","Moderado"
"2017",0.23,"SPI ND","SPI 2","Guija","07","Moderado"
"2018",0.25,"SPI ND","SPI 2","Guija","07","Moderado"
"2019",0.38,"SPI ND","SPI 2","Guija","07","Moderado"
"2020",0.16,"SPI ND","SPI 2","Guija","07","Moderado"
"2021",0.24,"SPI ND","SPI 2","Guija","07","Moderado"
"1993",0.16,"SPI ND","SPI 2","Changara","07","Moderado"
"1994",0.17,"SPI ND","SPI 2","Changara","07","Moderado"
"1995",0.31,"SPI ND","SPI 2","Changara","07","Moderado"
"1996",0.23,"SPI ND","SPI 2","Changara","07","Moderado"
"1997",0.34,"SPI ND","SPI 2","Changara","07","Moderado"
"1998",0.2,"SPI ND","SPI 2","Changara","07","Moderado"
"1999",0.12,"SPI ND","SPI 2","Changara","07","Moderado"
"2000",0.15,"SPI ND","SPI 2","Changara","07","Moderado"
"2001",0.36,"SPI ND","SPI 2","Changara","07","Moderado"
"2002",0.2,"SPI ND","SPI 2","Changara","07","Moderado"
"2003",0.22,"SPI ND","SPI 2","Changara","07","Moderado"
"2004",0.11,"SPI ND","SPI 2","Changara","07","Moderado"
"2005",0.16,"SPI ND","SPI 2","Changara","07","Moderado"
"2006",0.32,"SPI ND","SPI 2","Changara","07","Moderado"
"2007",0.08,"SPI ND","SPI 2","Changara","07","Moderado"
"2008",0.16,"SPI ND","SPI 2","Changara","07","Moderado"
"2009",0.21,"SPI ND","SPI 2","Changara","07","Moderado"
"2010",0.12,"SPI ND","SPI 2","Changara","07","Moderado"
"2011",0.23,"SPI ND","SPI 2","Changara","07","Moderado"
"2012",0.25,"SPI ND","SPI 2","Changara","07","Moderado"
"2013",0.11,"SPI ND","SPI 2","Changara","07","Moderado"
"2014",0.2,"SPI ND","SPI 2","Changara","07","Moderado"
"2015",0.29,"SPI ND","SPI 2","Changara","07","Moderado"
"2016",0.19,"SPI ND","SPI 2","Changara","07","Moderado"
"2017",0.16,"SPI ND","SPI 2","Changara","07","Moderado"
"2018",0.12,"SPI ND","SPI 2","Changara","07","Moderado"
"2019",0.14,"SPI ND","SPI 2","Changara","07","Moderado"
"2020",0.19,"SPI ND","SPI 2","Changara","07","Moderado"
"2021",0.15,"SPI ND","SPI 2","Changara","07","Moderado"
"1993",0.16,"SPI ND","SPI 2","Marara","07","Moderado"
"1994",0.12,"SPI ND","SPI 2","Marara","07","Moderado"
"1995",0.32,"SPI ND","SPI 2","Marara","07","Moderado"
"1996",0.23,"SPI ND","SPI 2","Marara","07","Moderado"
"1997",0.32,"SPI ND","SPI 2","Marara","07","Moderado"
"1998",0.2,"SPI ND","SPI 2","Marara","07","Moderado"
"1999",0.08,"SPI ND","SPI 2","Marara","07","Moderado"
"2000",0.12,"SPI ND","SPI 2","Marara","07","Moderado"
"2001",0.32,"SPI ND","SPI 2","Marara","07","Moderado"
"2002",0.2,"SPI ND","SPI 2","Marara","07","Moderado"
"2003",0.25,"SPI ND","SPI 2","Marara","07","Moderado"
"2004",0.09,"SPI ND","SPI 2","Marara","07","Moderado"
"2005",0.19,"SPI ND","SPI 2","Marara","07","Moderado"
"2006",0.24,"SPI ND","SPI 2","Marara","07","Moderado"
"2007",0.08,"SPI ND","SPI 2","Marara","07","Moderado"
"2008",0.16,"SPI ND","SPI 2","Marara","07","Moderado"
"2009",0.16,"SPI ND","SPI 2","Marara","07","Moderado"
"2010",0.12,"SPI ND","SPI 2","Marara","07","Moderado"
"2011",0.2,"SPI ND","SPI 2","Marara","07","Moderado"
"2012",0.27,"SPI ND","SPI 2","Marara","07","Moderado"
"2013",0.19,"SPI ND","SPI 2","Marara","07","Moderado"
"2014",0.23,"SPI ND","SPI 2","Marara","07","Moderado"
"2015",0.21,"SPI ND","SPI 2","Marara","07","Moderado"
"2016",0.17,"SPI ND","SPI 2","Marara","07","Moderado"
"2017",0.16,"SPI ND","SPI 2","Marara","07","Moderado"
"2018",0.12,"SPI ND","SPI 2","Marara","07","Moderado"
"2019",0.12,"SPI ND","SPI 2","Marara","07","Moderado"
"2020",0.21,"SPI ND","SPI 2","Marara","07","Moderado"
"2021",0.13,"SPI ND","SPI 2","Marara","07","Moderado"
"1993",0.28,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1994",0.15,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1995",0.12,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1996",0.26,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1997",0.29,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1998",0,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1999",0.12,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2000",0.1,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2001",0.27,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2002",0.19,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2003",0.21,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2004",0.12,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2005",0.08,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2006",0.09,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2007",0.29,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2008",0.21,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2009",0.21,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2010",0.06,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2011",0.16,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2012",0.34,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2013",0.04,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2014",0.16,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2015",0.35,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2016",0.3,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2017",0.22,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2018",0.3,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2019",0.22,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2020",0.14,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"2021",0.29,"SPI NDJ","SPI 3","Chibuto","07","Moderado"
"1993",0.28,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1994",0.18,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1995",0.12,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1996",0.31,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1997",0.26,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1998",0,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1999",0.08,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2000",0.14,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2001",0.24,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2002",0.18,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2003",0.2,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2004",0.13,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2005",0.06,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2006",0.09,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2007",0.3,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2008",0.26,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2009",0.17,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2010",0.06,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2011",0.13,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2012",0.34,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2013",0.04,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2014",0.17,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2015",0.46,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2016",0.33,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2017",0.28,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2018",0.28,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2019",0.22,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2020",0.14,"SPI NDJ","SPI 3","Guija","07","Moderado"
"2021",0.22,"SPI NDJ","SPI 3","Guija","07","Moderado"
"1993",0.24,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1994",0.16,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1995",0.13,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1996",0.17,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1997",0.36,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1998",0.01,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1999",0.14,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2000",0.19,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2001",0.29,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2002",0.2,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2003",0.24,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2004",0.13,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2005",0.14,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2006",0.31,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2007",0.08,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2008",0.15,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2009",0.13,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2010",0.07,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2011",0.26,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2012",0.29,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2013",0.12,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2014",0.17,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2015",0.33,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2016",0.25,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2017",0.22,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2018",0.17,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2019",0.05,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2020",0.15,"SPI NDJ","SPI 3","Changara","07","Moderado"
"2021",0.18,"SPI NDJ","SPI 3","Changara","07","Moderado"
"1993",0.24,"SPI NDJ","SPI 3","Marara","07","Moderado"
"1994",0.2,"SPI NDJ","SPI 3","Marara","07","Moderado"
"1995",0.15,"SPI NDJ","SPI 3","Marara","07","Moderado"
